weight,age,height,size
158.73,34,5.58,XXXL
174.16,40,5.17,XXXL
132.28,37,5.33,M
143.30,30,5.50,L
108.03,42,5.33,XXS
127.87,37,5.42,L
121.25,32,5.33,L
119.05,37,5.42,L
154.32,45,5.25,XL
110.23,32,5.42,S
121.25,37,5.42,L
108.03,27,5.42,XXS
127.87,29,5.50,S
121.25,25,5.67,S
119.05,33,5.58,S
138.89,55,5.58,XXXL
189.60,37,5.42,XXXL
138.89,17,5.25,XL
134.48,27,5.83,M
123.46,25,5.08,S
134.48,35,5.50,S
149.91,38,5.50,XXXL
119.05,29,5.50,S
125.66,32,5.42,M
119.05,27,5.67,S
116.84,21,5.25,XXS
119.05,36,5.42,S
108.03,34,5.33,S
114.64,28,5.17,S
134.48,31,5.50,XL
182.98,45,5.67,XXXL
158.73,36,5.58,XXXL
143.30,24,5.58,M
147.71,47,5.58,XL
138.89,34,5.08,L
127.87,25,5.67,S
119.05,31,5.25,XXS
127.87,29,4.92,M
143.30,23,5.17,XL
114.64,42,5.42,XXS
189.60,38,6.00,XXXL
119.05,30,5.67,S
143.30,34,5.50,L
114.64,31,5.25,XXS
141.10,41,5.75,M
127.87,49,5.50,M
121.25,38,5.25,M
189.60,30,5.58,XXXL
112.44,29,5.42,M
127.87,47,5.17,M
119.05,64,5.25,M
169.76,24,5.50,XXXL
99.21,23,5.42,S
108.03,31,5.33,XXS
143.30,35,5.33,L
138.89,31,5.58,XL
127.87,29,5.08,M
149.91,30,5.33,XL
114.64,37,5.50,S
154.32,40,5.42,XXXL
138.89,41,5.58,XL
121.25,31,5.83,M
169.76,36,5.50,XXXL
138.89,38,5.75,L
121.25,26,5.25,M
147.71,34,5.75,M
123.46,31,5.50,XXS
163.14,29,5.75,XL
149.91,29,5.42,L
119.05,40,5.50,M
134.48,25,5.17,M
110.23,28,5.42,S
121.25,26,5.58,S
134.48,27,5.75,M
136.69,30,5.33,L
119.05,33,5.17,S
123.46,37,5.58,L
160.94,25,6.08,L
108.03,63,5.17,M
149.91,32,5.25,M
138.89,37,5.33,M
127.87,31,5.33,S
143.30,33,5.67,S
127.87,29,5.50,S
112.44,27,5.25,XXS
127.87,36,5.58,L
154.32,33,5.33,XXXL
123.46,41,5.42,M
134.48,36,5.33,XL
123.46,30,5.50,M
114.64,30,5.25,XXS
123.46,34,5.17,S
123.46,31,5.42,S
138.89,31,5.58,M
125.66,28,5.67,S
134.48,36,5.17,M
138.89,25,5.67,L
143.30,28,5.25,L
143.30,26,5.83,M
130.07,30,5.25,L
143.30,27,5.25,XXXL
134.48,31,5.33,M
127.87,32,5.58,L
134.48,38,5.83,S
134.48,25,5.33,L
154.32,33,5.33,XXXL
178.57,26,5.67,XXXL
134.48,21,5.67,M
114.64,42,5.42,S
158.73,31,5.83,M
123.46,26,5.42,M
174.16,28,5.92,XL
143.30,34,5.67,XL
158.73,29,5.58,XXXL
116.84,40,5.25,S
202.83,21,5.75,XXXL
136.69,31,5.25,XL
138.89,29,5.42,L
119.05,29,5.42,XXS
134.48,30,5.17,L
134.48,32,5.67,M
147.71,35,5.75,XXXL
114.64,28,5.08,M
158.73,34,5.58,XL
158.73,30,5.50,XXXL
123.46,50,5.42,M
138.89,44,5.25,XL
127.87,36,5.25,M
123.46,32,5.50,M
163.14,37,5.92,XL
143.30,31,5.33,L
171.96,22,5.42,XXXL
138.89,31,5.25,XXXL
123.46,25,5.17,M
138.89,32,5.50,L
123.46,32,5.50,M
138.89,30,5.50,L
158.73,34,5.67,XL
149.91,40,5.58,XXXL
103.62,29,5.25,XXS
169.76,28,5.83,XL
198.42,52,5.58,XXXL
132.28,35,5.58,L
108.03,33,5.50,XXS
149.91,30,5.25,XXXL
134.48,32,5.67,M
125.66,53,5.58,M
169.76,47,5.58,XXXL
249.12,33,5.67,XXXL
194.01,34,5.58,XXXL
145.50,42,5.08,XXXL
138.89,33,5.50,M
127.87,30,5.42,M
134.48,43,5.67,XL
171.96,32,5.67,XXXL
121.25,21,5.33,S
158.73,31,5.67,XXXL
143.30,26,5.83,L
127.87,25,5.58,S
167.55,29,5.58,XXXL
114.64,25,5.17,S
138.89,32,5.58,M
114.64,31,5.33,M
127.87,36,5.58,M
114.64,31,5.33,XXS
174.16,32,5.33,XXXL
127.87,31,5.50,M
143.30,48,5.67,XXXL
143.30,28,5.67,M
119.05,28,5.25,XL
163.14,39,5.50,S
154.32,30,5.67,L
158.73,38,6.00,XL
116.84,28,5.58,S
127.87,48,5.33,M
158.73,32,5.58,XXXL
114.64,22,5.33,M
119.05,28,5.33,S
209.44,32,5.58,XXXL
108.03,40,5.17,XXS
134.48,34,5.33,L
149.91,27,5.83,XL
178.57,33,5.58,XXXL
136.69,24,5.17,XL
138.89,53,5.17,L
123.46,37,5.42,S
114.64,30,5.42,XXS
134.48,31,5.33,XL
143.30,27,5.50,XL
108.03,30,5.25,XXS
138.89,32,5.50,M
112.44,48,5.58,S
134.48,44,5.42,XL
202.83,44,5.92,XXXL
158.73,25,5.33,XXXL
123.46,34,5.42,M
116.84,26,5.42,S
149.91,32,5.17,XXXL
108.03,53,5.58,S
119.05,34,5.25,M
132.28,29,5.67,S
123.46,23,5.33,M
141.10,32,5.58,L
174.16,50,5.50,XXXL
116.84,34,5.50,XL
127.87,42,5.50,L
114.64,28,5.58,S
123.46,32,5.58,S
134.48,23,5.00,L
119.05,30,5.42,M
127.87,26,5.33,XXS
123.46,31,5.08,M
123.46,31,5.42,M
123.46,31,5.17,M
119.05,39,5.50,S
114.64,24,5.17,S
158.73,36,5.50,XXXL
127.87,30,5.67,M
103.62,31,5.33,XXS
123.46,33,5.50,S
136.69,59,5.17,M
182.98,28,5.58,XXXL
123.46,31,5.25,M
149.91,31,5.42,L
134.48,20,5.50,M
114.64,29,5.25,S
125.66,40,5.33,M
123.46,41,5.25,M
119.05,24,5.33,M
127.87,26,5.92,M
174.16,33,5.50,XXXL
143.30,3,5.17,XXXL
149.91,49,5.50,XXXL
121.25,39,5.17,L
108.03,26,5.25,XXS
127.87,26,5.50,S
119.05,27,5.42,XXS
114.64,39,5.25,L
138.89,31,5.58,L
119.05,29,5.58,M
123.46,31,5.50,M
123.46,27,5.42,S
136.69,22,5.67,XL
154.32,30,5.58,XXXL
123.46,31,5.25,M
119.05,36,5.58,S
134.48,32,5.25,L
149.91,33,5.25,M
116.84,31,5.33,XXS
134.48,32,5.50,L
127.87,38,5.67,M
163.14,45,5.58,XXXL
123.46,35,5.42,S
138.89,34,5.67,L
143.30,46,5.75,L
121.25,31,5.17,M
116.84,36,5.33,XXS
103.62,,0.00,M
112.44,31,5.25,S
138.89,29,5.50,M
116.84,31,5.08,M
154.32,28,5.58,XL
138.89,43,5.75,XL
167.55,28,5.58,XXXL
134.48,35,5.50,XL
127.87,32,5.58,L
114.64,30,5.33,M
158.73,27,5.67,XL
127.87,32,5.50,M
149.91,28,5.33,XL
114.64,31,5.33,M
134.48,29,5.42,XL
132.28,31,5.42,XL
143.30,29,5.33,M
134.48,32,5.25,L
123.46,33,5.42,S
123.46,38,5.08,L
141.10,28,5.50,L
143.30,35,5.67,XL
158.73,23,5.58,XL
127.87,42,5.58,S
189.60,54,5.17,XXXL
143.30,20,5.25,L
143.30,24,5.83,M
134.48,33,5.58,M
119.05,27,5.33,M
123.46,30,5.33,S
136.69,32,5.75,M
134.48,48,5.25,L
123.46,45,5.42,L
134.48,47,5.42,M
154.32,30,5.92,XL
149.91,34,5.75,L
138.89,30,5.58,L
119.05,33,5.00,S
165.35,49,5.33,XXXL
125.66,20,5.33,M
138.89,35,5.58,L
143.30,32,5.50,L
123.46,30,5.67,XXS
138.89,56,5.58,XL
138.89,27,5.50,M
116.84,35,5.17,M
127.87,46,5.33,L
143.30,27,5.75,L
149.91,58,5.17,XL
127.87,37,5.58,M
119.05,24,5.58,S
143.30,43,5.67,L
138.89,30,5.83,L
110.23,62,5.08,M
110.23,30,5.25,XXS
158.73,37,5.17,XXXL
182.98,30,5.92,XXXL
136.69,52,6.00,M
119.05,36,5.42,S
154.32,43,5.75,XXXL
134.48,33,5.25,M
143.30,38,5.58,L
105.82,43,5.25,S
121.25,31,5.17,S
149.91,26,5.50,L
127.87,28,5.17,L
116.84,32,5.17,S
123.46,29,5.42,S
127.87,33,5.58,M
138.89,27,5.75,L
114.64,40,5.17,S
119.05,30,5.17,S
158.73,37,5.75,XXXL
127.87,37,5.25,M
202.83,36,5.83,XXXL
149.91,33,5.25,XL
123.46,34,5.33,XL
134.48,29,5.50,XL
136.69,50,5.58,XL
178.57,36,5.50,XXXL
119.05,38,5.50,S
123.46,34,5.58,M
143.30,36,5.42,XL
116.84,38,5.25,M
143.30,31,5.75,M
127.87,36,5.42,S
123.46,25,5.50,L
125.66,40,5.17,M
138.89,35,5.25,XL
138.89,46,5.67,XL
121.25,30,5.42,XXS
149.91,32,5.58,L
123.46,34,5.33,S
119.05,24,5.58,M
154.32,39,5.42,XXXL
169.76,61,5.58,M
149.91,29,5.42,XXXL
134.48,28,5.33,XL
158.73,26,5.67,L
149.91,29,5.42,L
119.05,29,5.17,S
138.89,29,5.67,M
127.87,34,5.42,S
127.87,24,5.33,XXS
149.91,37,5.67,L
143.30,33,6.00,M
125.66,28,5.00,L
127.87,25,5.50,XXXL
114.64,30,5.33,S
127.87,25,5.42,L
141.10,53,5.67,L
198.42,33,5.67,XXXL
114.64,31,5.42,XXS
123.46,29,5.08,S
149.91,35,5.58,XXXL
134.48,28,5.42,M
156.53,39,5.75,XXXL
114.64,42,5.25,S
136.69,36,5.25,M
127.87,52,5.50,XL
114.64,26,5.42,XXS
238.10,40,5.58,XXXL
134.48,25,5.25,M
114.64,41,5.25,XXS
123.46,29,5.17,M
103.62,21,5.33,XXS
127.87,34,5.17,M
149.91,28,5.50,XL
132.28,35,5.17,L
123.46,25,5.17,M
127.87,29,5.33,L
158.73,46,5.50,XXXL
105.82,36,5.33,S
134.48,41,5.42,M
119.05,30,5.00,S
127.87,38,5.17,S
138.89,31,5.50,L
105.82,57,5.25,M
123.46,35,5.25,M
114.64,42,5.42,S
123.46,21,5.17,S
123.46,30,5.67,S
143.30,38,5.58,L
123.46,39,5.50,M
127.87,40,5.50,M
149.91,35,5.58,L
182.98,39,5.58,XXXL
134.48,30,5.42,XXS
138.89,31,5.58,M
119.05,32,5.08,M
158.73,34,5.58,XL
182.98,39,5.67,XXXL
198.42,45,5.42,XXXL
138.89,36,5.42,XL
143.30,22,5.67,XL
114.64,34,5.25,XXS
134.48,33,5.75,M
116.84,29,5.25,S
123.46,36,5.33,M
178.57,32,5.42,XXXL
143.30,56,5.50,XL
114.64,29,5.17,XXS
134.48,31,5.42,M
114.64,29,5.08,S
119.05,25,5.75,XXS
143.30,33,6.00,L
123.46,30,5.33,M
143.30,33,5.58,XL
149.91,42,5.58,XL
134.48,47,5.67,XL
149.91,30,5.83,L
130.07,37,5.33,M
134.48,30,5.17,L
147.71,35,5.58,L
123.46,46,5.58,XL
138.89,31,5.42,XL
158.73,40,5.75,XXXL
134.48,32,5.58,S
147.71,34,5.83,L
134.48,31,5.17,M
114.64,44,5.08,M
127.87,34,5.75,S
156.53,33,5.67,XXXL
125.66,43,5.67,L
119.05,28,5.58,L
138.89,35,5.42,L
103.62,21,5.25,S
127.87,25,5.50,M
127.87,29,5.42,XL
130.07,38,5.25,XL
143.30,62,5.58,XL
134.48,50,5.50,L
264.55,27,5.75,XXXL
127.87,33,5.33,S
123.46,31,5.08,S
123.46,31,5.50,S
138.89,35,5.58,M
119.05,31,5.33,S
99.21,32,5.25,XXS
103.62,41,5.17,XXS
123.46,29,5.25,M
149.91,30,5.08,M
163.14,36,5.50,XXXL
119.05,41,5.25,XXS
167.55,38,5.67,XXXL
103.62,27,5.17,S
125.66,35,5.33,S
101.41,45,5.25,S
143.30,33,5.67,L
178.57,56,5.42,XXXL
119.05,28,5.42,S
154.32,34,5.58,XL
130.07,28,5.58,XL
158.73,30,5.67,XL
123.46,32,5.17,M
130.07,35,5.33,S
138.89,48,5.33,XXXL
103.62,31,5.25,M
178.57,26,5.25,XXXL
134.48,51,5.58,XXXL
127.87,27,5.58,S
127.87,28,5.42,M
119.05,25,5.17,S
169.76,29,5.58,XXXL
163.14,29,5.58,XL
154.32,29,5.58,XL
149.91,33,5.50,L
127.87,32,5.17,M
112.44,49,5.42,XXS
123.46,32,5.58,S
136.69,30,5.25,L
114.64,34,5.50,S
143.30,29,5.42,XL
123.46,31,5.50,S
218.26,39,5.25,XXXL
108.03,24,5.50,XXS
136.69,43,5.17,XL
127.87,30,5.50,M
123.46,34,5.58,M
134.48,28,5.33,L
119.05,34,5.50,S
123.46,24,5.50,S
116.84,27,5.50,XXS
149.91,57,5.83,XL
125.66,26,5.75,XXS
138.89,36,5.42,L
127.87,42,5.75,M
119.05,31,5.33,S
163.14,29,5.25,XXXL
138.89,31,5.67,XL
174.16,31,5.58,XXXL
158.73,30,5.33,XXXL
138.89,26,5.58,M
127.87,35,5.42,M
134.48,29,5.50,M
119.05,27,5.42,S
141.10,37,5.67,L
154.32,35,5.92,XL
121.25,50,5.33,S
116.84,57,5.00,M
138.89,48,5.33,L
119.05,50,5.33,M
138.89,25,5.58,M
123.46,38,5.50,M
138.89,22,5.58,XL
134.48,26,5.50,XL
154.32,46,5.50,XXXL
158.73,40,5.08,XXXL
119.05,33,5.33,M
119.05,21,5.08,S
163.14,32,6.08,XXXL
119.05,49,5.42,S
108.03,29,5.33,XXS
163.14,33,5.58,XXXL
134.48,49,5.58,XL
108.03,30,5.17,XXS
105.82,42,5.17,S
209.44,52,5.58,XXXL
134.48,28,5.67,S
143.30,26,5.92,M
154.32,29,5.50,XXXL
163.14,31,5.67,XL
138.89,43,5.33,XL
119.05,29,5.25,S
149.91,28,5.42,L
138.89,32,5.17,XL
138.89,25,5.67,XL
149.91,32,5.58,XL
156.53,30,5.92,L
123.46,31,5.17,M
127.87,28,5.42,M
123.46,31,5.33,M
119.05,34,5.42,XXS
152.12,30,5.67,L
114.64,31,5.33,M
134.48,33,5.25,M
169.76,35,5.50,XL
105.82,29,5.17,XXS
119.05,31,5.58,XXS
134.48,35,5.42,XL
143.30,33,5.50,L
119.05,28,5.25,S
178.57,24,5.58,XXXL
94.80,31,5.00,XXS
99.21,53,5.08,XXS
158.73,35,5.25,XXXL
174.16,28,5.33,XXXL
123.46,32,5.25,M
119.05,30,5.33,M
114.64,34,5.42,S
134.48,69,5.50,XL
149.91,32,5.58,XL
163.14,31,5.42,XXXL
163.14,27,5.67,XL
108.03,23,5.08,S
158.73,26,5.42,XXXL
143.30,25,5.50,XL
143.30,17,5.50,L
114.64,43,5.00,L
123.46,36,5.08,M
123.46,35,5.42,M
127.87,34,5.75,L
154.32,36,5.08,XXXL
121.25,26,5.58,M
108.03,35,5.25,XXS
134.48,42,5.58,M
123.46,45,5.33,L
116.84,31,5.08,S
127.87,26,5.58,L
121.25,39,5.17,M
119.05,33,5.50,XXS
134.48,40,5.33,L
169.76,33,5.58,XXXL
134.48,30,5.08,XL
127.87,34,5.33,M
103.62,30,5.00,S
127.87,40,5.50,M
123.46,30,5.33,M
149.91,32,5.83,L
134.48,33,5.00,XL
108.03,21,5.08,XXS
127.87,55,5.33,XL
127.87,28,5.67,M
138.89,39,5.25,L
105.82,30,5.17,XXS
114.64,32,5.25,S
158.73,28,5.17,XL
143.30,33,5.58,L
189.60,40,6.17,XXXL
121.25,34,5.25,S
125.66,29,5.58,S
134.48,48,5.67,XL
154.32,39,5.50,XL
123.46,34,5.50,M
158.73,57,5.75,XXXL
130.07,47,5.42,L
119.05,26,5.25,XXS
119.05,32,5.42,S
138.89,34,5.33,L
114.64,42,4.92,M
182.98,36,5.58,XXXL
119.05,28,5.25,XXS
149.91,58,5.33,XXXL
149.91,39,5.33,L
158.73,35,5.33,XL
134.48,39,5.50,S
127.87,31,5.50,S
134.48,35,5.33,XL
127.87,36,5.08,M
127.87,26,5.83,S
116.84,29,5.17,S
123.46,30,5.67,S
123.46,26,5.25,XL
127.87,57,5.25,XXXL
123.46,62,5.33,L
141.10,42,5.50,L
178.57,29,5.33,XXXL
119.05,30,5.42,S
127.87,33,5.58,S
149.91,26,5.42,XL
154.32,24,5.67,XXXL
119.05,38,5.33,S
114.64,36,5.50,XXS
165.35,33,5.58,XXXL
134.48,28,5.33,L
163.14,26,5.83,XXXL
127.87,41,5.58,M
174.16,34,5.33,XXXL
163.14,35,5.75,XL
134.48,39,5.75,M
138.89,37,5.25,L
163.14,34,5.58,XXXL
132.28,35,5.42,XL
149.91,27,5.67,L
127.87,40,5.50,M
127.87,54,5.17,M
156.53,34,5.75,XL
134.48,29,5.92,XL
134.48,22,5.50,M
127.87,34,5.42,M
114.64,36,5.25,S
121.25,36,5.42,M
123.46,32,5.25,M
123.46,22,5.42,M
105.82,46,5.50,S
134.48,37,5.50,M
165.35,26,5.42,XXXL
143.30,33,5.75,L
108.03,28,5.08,S
149.91,28,5.83,L
127.87,,5.33,M
105.82,28,5.25,S
154.32,32,5.92,XXXL
134.48,27,5.67,M
138.89,28,5.50,XL
134.48,28,5.17,XL
143.30,40,5.83,M
163.14,37,5.75,XXXL
123.46,31,5.67,M
154.32,33,5.58,XXXL
132.28,36,6.00,S
180.78,46,5.92,XXXL
163.14,32,5.42,XXXL
114.64,30,5.17,M
119.05,50,5.42,S
154.32,36,5.67,L
194.01,21,5.75,XXXL
103.62,31,5.25,XXS
127.87,37,5.50,S
154.32,22,5.42,XXXL
127.87,30,5.25,XL
158.73,30,5.58,XL
149.91,25,5.67,XXXL
138.89,31,5.42,L
127.87,31,5.25,XL
163.14,35,5.25,XXXL
127.87,39,5.25,L
119.05,35,5.33,S
134.48,46,5.42,L
143.30,48,5.58,XXXL
123.46,27,5.58,S
143.30,36,5.58,XL
127.87,26,5.92,S
158.73,32,6.08,XL
213.85,34,5.33,XXXL
119.05,33,5.17,S
119.05,26,5.25,S
108.03,35,5.08,XXS
127.87,31,5.58,M
119.05,28,5.33,M
127.87,35,5.42,M
163.14,28,5.17,XXXL
174.16,37,5.50,XXXL
119.05,31,5.42,M
123.46,25,5.50,M
218.26,31,5.58,XXXL
127.87,34,5.33,M
123.46,64,5.58,S
110.23,53,5.17,M
127.87,34,5.50,M
141.10,37,5.83,XXXL
143.30,37,5.83,M
163.14,40,5.50,XXXL
156.53,47,5.67,XXXL
123.46,30,5.25,M
163.14,30,5.58,L
158.73,54,5.42,XXXL
176.37,25,5.83,XXXL
132.28,38,5.17,L
134.48,28,5.42,S
136.69,35,5.25,M
154.32,38,5.58,XXXL
132.28,47,5.50,L
138.89,37,5.67,L
127.87,36,5.17,L
178.57,38,5.58,XXXL
134.48,26,5.33,M
127.87,42,5.58,M
105.82,31,5.17,XXS
154.32,31,5.33,XXXL
127.87,31,5.33,XL
134.48,31,5.33,XL
125.66,35,5.58,S
149.91,49,5.75,XXXL
149.91,44,5.83,XXXL
171.96,33,5.75,XXXL
138.89,30,5.50,M
163.14,33,5.58,XXXL
134.48,33,5.17,XL
158.73,29,5.25,XL
114.64,33,5.50,S
123.46,29,5.17,S
108.03,32,5.08,XXS
105.82,38,5.25,S
123.46,31,5.33,S
143.30,37,5.50,XXXL
116.84,31,5.33,M
130.07,49,5.33,L
143.30,30,5.67,L
138.89,56,5.83,L
114.64,27,5.25,XXS
121.25,35,5.50,M
116.84,25,5.25,S
143.30,33,5.17,L
169.76,48,5.58,XXXL
143.30,37,5.67,L
116.84,28,5.17,XXS
121.25,26,5.58,M
154.32,30,5.42,XL
119.05,22,5.33,S
127.87,34,5.67,M
169.76,35,5.33,XXXL
143.30,26,5.25,XL
130.07,33,5.58,L
127.87,,5.00,M
123.46,31,5.50,XXS
134.48,30,5.67,M
154.32,28,5.50,XXXL
134.48,35,5.42,XXXL
143.30,40,5.17,XL
119.05,37,5.58,M
127.87,32,5.25,XXS
138.89,31,5.42,M
163.14,29,5.33,XXXL
134.48,32,5.83,L
138.89,33,5.58,M
114.64,42,5.33,S
141.10,31,5.58,M
134.48,23,5.33,L
116.84,35,5.08,S
105.82,35,5.33,XXS
123.46,28,5.75,S
138.89,28,5.75,M
158.73,30,5.17,XXXL
134.48,32,5.67,M
136.69,27,5.33,M
154.32,29,5.75,XL
138.89,38,5.75,M
134.48,28,5.08,XL
138.89,47,5.67,L
138.89,32,5.83,M
127.87,24,5.42,L
134.48,29,5.58,L
127.87,31,5.25,M
134.48,23,5.67,L
114.64,47,5.42,S
127.87,32,5.17,L
149.91,32,5.50,XXXL
123.46,34,5.33,M
174.16,30,4.92,XL
147.71,31,5.67,XL
149.91,41,6.00,L
136.69,41,5.67,XL
134.48,29,5.67,M
127.87,32,5.25,L
249.12,29,5.83,XXXL
110.23,45,5.08,M
134.48,46,5.67,XL
121.25,38,5.33,M
114.64,29,5.17,S
114.64,30,5.33,M
158.73,43,5.58,XL
119.05,35,5.25,S
108.03,31,5.33,S
163.14,43,5.92,XXXL
189.60,37,5.50,XXXL
127.87,30,5.50,L
114.64,28,5.42,XXS
127.87,32,5.33,XL
130.07,32,5.33,S
127.87,28,5.17,M
141.10,39,5.25,L
149.91,37,5.33,XL
154.32,27,5.58,L
127.87,25,5.17,L
143.30,35,5.50,L
127.87,30,5.33,M
127.87,41,5.50,M
163.14,30,5.42,XL
169.76,24,5.83,XXXL
163.14,39,5.50,XL
99.21,47,5.58,S
138.89,52,5.33,XXXL
143.30,27,5.33,XXXL
114.64,36,5.25,S
127.87,33,5.42,S
143.30,27,5.50,M
127.87,26,5.33,L
138.89,22,5.50,XL
132.28,30,5.67,M
119.05,41,5.33,L
127.87,32,5.58,M
202.83,40,5.75,XXXL
158.73,29,5.75,L
154.32,39,5.42,XXXL
119.05,30,5.58,S
123.46,29,5.58,XXS
143.30,26,5.67,M
169.76,28,5.67,XXXL
189.60,61,5.67,XXXL
134.48,41,5.50,L
145.50,35,5.67,XL
108.03,36,5.08,S
127.87,33,5.75,XL
134.48,31,5.25,L
138.89,20,5.58,M
119.05,28,5.42,S
119.05,20,5.25,S
143.30,25,5.42,L
123.46,60,5.50,S
121.25,25,0.00,M
105.82,,5.17,S
108.03,31,5.17,S
163.14,29,5.33,XL
108.03,57,5.17,M
178.57,26,5.50,XXXL
154.32,43,5.92,L
178.57,47,6.00,XXXL
134.48,31,5.67,S
154.32,33,5.75,XL
138.89,25,5.83,L
143.30,37,5.58,M
134.48,35,5.17,M
138.89,28,5.42,L
127.87,43,5.25,L
134.48,29,5.25,L
114.64,32,5.33,M
154.32,31,5.83,XL
119.05,28,5.50,M
194.01,39,5.58,XXXL
134.48,27,5.42,M
127.87,38,5.75,S
134.48,48,5.33,XL
125.66,40,5.33,M
134.48,22,5.08,L
105.82,53,5.17,M
116.84,23,5.08,S
134.48,30,5.25,M
116.84,59,5.33,M
114.64,53,5.67,XXS
138.89,34,5.33,L
143.30,44,5.67,XXXL
138.89,35,5.25,XXXL
143.30,34,5.17,XL
116.84,33,5.00,S
123.46,33,5.50,M
174.16,32,5.75,XXXL
149.91,51,5.50,XXXL
158.73,37,5.83,XL
134.48,33,5.58,XL
125.66,36,5.58,M
119.05,31,5.58,S
143.30,35,5.17,L
138.89,35,4.92,XL
127.87,31,5.42,M
138.89,29,5.33,L
136.69,34,5.08,XL
171.96,17,5.67,XL
134.48,52,5.42,L
249.12,38,5.42,XXXL
123.46,30,5.25,M
123.46,36,5.42,XL
112.44,25,5.33,S
154.32,35,5.67,XL
143.30,26,5.67,L
174.16,50,5.67,XXXL
154.32,31,5.42,XL
182.98,33,5.33,XXXL
158.73,30,5.75,XL
127.87,30,5.50,S
158.73,35,5.75,XL
143.30,26,5.42,XL
125.66,40,5.33,M
189.60,31,5.50,XXXL
112.44,33,5.33,XXS
163.14,28,5.42,XL
130.07,47,5.42,M
119.05,34,5.42,S
116.84,47,5.08,S
154.32,29,5.42,XL
127.87,23,5.50,M
127.87,25,5.33,S
123.46,24,5.33,M
127.87,37,5.58,M
123.46,41,5.42,M
114.64,30,5.75,XXS
108.03,33,5.17,S
143.30,42,5.42,XL
154.32,32,5.08,XXXL
114.64,29,5.33,M
127.87,34,5.17,XXXL
127.87,34,5.17,L
134.48,37,5.67,M
108.03,41,5.33,M
134.48,22,5.42,L
123.46,38,5.58,S
119.05,32,5.42,M
138.89,28,5.42,L
134.48,32,5.75,M
123.46,35,5.33,S
143.30,30,5.25,M
134.48,41,5.33,L
127.87,36,5.08,M
127.87,30,5.67,M
123.46,27,5.58,S
178.57,35,5.83,XXXL
127.87,37,5.00,L
136.69,30,5.50,M
127.87,57,5.25,XL
143.30,32,5.33,XL
119.05,27,5.25,XXS
123.46,34,5.33,S
143.30,48,5.50,XXXL
154.32,56,5.50,XXXL
149.91,30,5.58,XL
134.48,32,5.75,L
149.91,48,5.42,XXXL
116.84,32,5.58,S
149.91,25,5.17,XL
169.76,30,5.42,XXXL
119.05,35,5.08,M
149.91,32,5.08,XXXL
154.32,37,5.75,XL
127.87,45,5.58,M
189.60,32,5.75,XXXL
119.05,28,5.58,S
114.64,32,5.33,S
143.30,38,5.75,M
114.64,30,5.17,S
134.48,28,5.50,L
114.64,55,5.17,M
169.76,47,5.33,XXXL
119.05,31,5.25,S
101.41,30,5.33,XXS
138.89,28,5.42,XL
154.32,29,5.58,XL
114.64,47,5.08,S
114.64,31,5.25,S
138.89,28,5.42,L
149.91,31,5.58,XL
134.48,24,5.50,M
127.87,48,5.50,M
143.30,24,5.42,M
149.91,33,5.58,XXXL
127.87,34,5.58,M
134.48,46,5.25,XL
123.46,43,5.67,XXXL
119.05,48,5.17,M
108.03,31,5.17,S
143.30,40,5.33,XL
154.32,54,5.67,XXXL
154.32,48,5.58,XXXL
116.84,33,5.33,M
154.32,35,5.58,XXXL
108.03,29,5.58,S
127.87,54,5.58,L
147.71,28,5.58,L
149.91,32,5.58,XL
136.69,43,5.50,XXS
127.87,34,5.33,S
119.05,34,5.67,S
127.87,28,5.17,M
112.44,33,5.33,XXS
123.46,31,5.00,L
112.44,25,5.33,XXS
127.87,47,5.25,S
158.73,29,6.08,XL
138.89,36,5.25,S
178.57,40,5.58,XXXL
158.73,47,5.50,XXXL
127.87,33,5.42,L
158.73,38,6.00,L
103.62,38,5.17,XXS
154.32,43,5.50,XXXL
127.87,29,5.42,M
154.32,49,5.42,XXXL
127.87,30,5.50,S
123.46,31,5.17,S
134.48,30,5.50,M
127.87,29,5.50,L
134.48,32,5.75,M
134.48,28,5.42,M
103.62,28,5.00,S
149.91,29,5.83,XXXL
138.89,26,5.75,L
125.66,35,5.25,XL
116.84,31,4.92,M
149.91,41,5.42,XL
132.28,25,5.17,XXXL
108.03,31,5.17,XXS
127.87,35,5.42,XL
132.28,33,5.58,L
134.48,27,5.58,M
123.46,35,5.50,S
158.73,28,5.58,XXXL
143.30,35,5.58,L
138.89,38,5.75,M
174.16,51,5.33,XXXL
127.87,31,5.08,XL
134.48,28,5.17,M
158.73,33,5.50,XL
143.30,21,5.42,XXXL
182.98,32,5.58,XXXL
145.50,29,5.75,L
154.32,38,5.17,XXXL
134.48,33,5.33,M
132.28,30,5.17,L
123.46,34,5.08,M
158.73,37,5.50,XL
108.03,24,5.50,XXS
110.23,31,5.25,S
134.48,36,5.58,M
158.73,37,0.00,XL
163.14,27,5.50,XL
163.14,32,5.67,XL
108.03,58,5.33,S
160.94,37,5.58,XXXL
123.46,31,5.33,M
134.48,26,5.17,S
127.87,35,5.42,M
130.07,29,5.42,S
123.46,38,5.50,S
108.03,30,5.25,XXS
127.87,31,5.50,L
147.71,29,5.42,L
127.87,32,5.58,S
138.89,34,5.33,L
123.46,34,5.17,L
121.25,30,5.42,M
123.46,37,4.92,M
116.84,33,5.25,S
119.05,33,5.17,M
154.32,29,5.83,XXXL
154.32,54,5.33,XXXL
